,index,carat,cut,color,clarity,depth,table,price,x,y,z
369,3265,0.7,3,1,6,61.4,55.0,3360,5.71,5.75,3.52
370,26222,2.01,1,1,4,59.4,66.0,15627,8.2,8.17,4.86
371,11578,1.2,4,5,4,62.4,61.0,5040,6.81,6.78,4.24
372,17346,1.72,5,3,1,60.5,59.0,6962,7.71,7.8,4.69
373,32423,0.41,4,1,3,60.5,60.0,791,4.77,4.81,2.9
374,3227,0.72,3,4,8,62.0,55.0,3352,5.72,5.76,3.56
375,40402,0.55,3,7,6,60.4,58.0,1133,5.29,5.34,3.21
376,53124,0.82,3,5,3,62.4,56.0,2617,6.05,6.0,3.76
377,43907,0.25,5,1,8,64.2,55.0,512,3.98,4.0,2.56
378,22035,0.31,3,5,6,62.0,57.0,628,4.38,4.33,2.7
379,23882,2.0,4,5,4,62.8,57.0,11975,8.05,8.01,5.04
380,48824,0.71,2,6,6,64.2,58.0,2028,5.52,5.57,3.56
381,20015,0.3,5,5,3,62.9,58.0,421,4.22,4.24,2.66
382,28559,0.3,3,5,5,61.4,54.0,675,4.37,4.33,2.67
383,2965,1.01,4,3,4,60.9,60.0,3297,6.45,6.42,3.91
384,14341,1.02,3,2,3,61.9,55.0,5806,6.49,6.46,4.01
385,27325,2.03,3,5,3,60.8,57.0,17864,8.18,8.24,4.99
386,23137,1.27,3,4,2,61.5,58.0,11157,6.95,6.99,4.29
387,13933,1.2,4,5,3,61.8,58.0,5669,6.8,6.72,4.18
388,12469,1.2,5,4,4,62.5,57.0,5250,6.73,6.84,4.24
389,36852,0.37,4,3,6,62.7,58.0,957,4.58,4.55,2.86
390,22085,1.59,5,6,6,60.5,63.0,10106,7.52,7.45,4.53
391,52181,0.72,3,2,3,62.0,57.0,2476,5.72,5.66,3.53
392,19487,1.14,3,4,5,61.8,55.0,8121,6.71,6.76,4.16
393,18276,1.17,3,4,6,62.0,57.0,7423,6.74,6.78,4.19
394,22575,1.4,4,3,6,61.5,60.0,10625,7.25,7.18,4.44
395,11026,0.91,5,3,6,62.1,58.0,4917,6.19,6.24,3.86
396,12847,1.22,2,7,5,58.5,61.0,5356,6.94,7.0,4.08
397,38856,0.4,4,4,8,62.7,59.0,1050,4.72,4.69,2.95
398,24621,1.55,3,4,3,61.7,57.0,12951,7.4,7.44,4.58
399,5866,1.01,4,4,4,63.0,59.0,3923,6.38,6.32,4.0
400,50271,0.58,4,3,8,62.6,56.0,2238,5.37,5.27,3.33
401,44380,0.5,4,2,6,60.5,60.0,1581,5.09,5.13,3.09
402,17567,1.16,3,4,6,62.3,57.0,7074,6.66,6.72,4.17
403,26742,2.47,4,7,4,59.4,59.0,16532,8.85,8.79,5.24
404,2969,0.78,5,1,6,58.5,56.0,3298,6.08,6.12,3.57
405,49597,0.7,5,5,6,63.2,57.0,2137,5.58,5.62,3.54
406,27668,2.02,4,3,4,62.1,56.0,18678,8.07,7.99,4.99
407,27596,2.09,4,5,6,62.2,58.0,18443,8.17,8.12,5.06
408,33801,0.4,3,3,6,62.0,57.0,842,4.68,4.74,2.92
409,39928,0.31,3,2,7,61.3,56.0,1105,4.38,4.4,2.69
410,20861,1.54,4,5,6,60.3,60.0,9081,7.47,7.45,4.5
411,51977,0.26,5,2,2,58.7,63.0,547,4.19,4.23,2.47
412,13920,1.2,5,4,3,63.2,59.0,5665,6.77,6.74,4.27
413,13252,1.1,4,5,3,60.7,59.0,5476,6.72,6.7,4.07
414,12758,1.0,4,4,6,60.8,60.0,5322,6.39,6.33,3.87
415,2668,0.72,5,3,6,61.6,58.0,3238,5.75,5.78,3.55
416,19719,1.5,3,6,3,62.7,57.0,8291,7.21,7.3,4.55
417,30978,0.37,4,3,6,61.9,58.0,746,4.54,4.6,2.83
418,15394,1.2,5,6,5,62.4,56.0,6167,6.78,6.74,4.22
419,17377,0.34,4,5,3,62.1,59.0,612,4.5,4.46,2.78
420,12163,1.13,5,5,4,62.0,58.0,5179,6.67,6.71,4.15
421,37882,0.48,4,2,4,62.9,60.0,1005,4.93,4.9,3.09
422,13249,1.2,5,6,3,62.6,57.0,5476,6.74,6.77,4.23
423,644,0.81,5,3,4,63.2,58.0,2843,5.91,5.92,3.74
424,53657,0.86,3,6,6,63.0,53.0,2706,6.1,6.06,3.83
425,49734,0.74,3,7,5,61.6,57.0,2154,5.77,5.83,3.57
426,49736,0.48,3,3,2,62.1,55.0,2154,5.0,5.05,3.12
427,37922,0.23,5,2,7,61.0,58.0,485,3.99,4.01,2.44
428,6181,0.97,4,3,4,61.9,58.0,3993,6.35,6.31,3.92
429,32827,0.33,5,4,8,59.7,59.0,806,4.48,4.53,2.69
430,13822,1.23,4,6,5,61.6,58.0,5632,6.9,6.84,4.23
431,16213,1.01,5,2,6,63.1,56.0,6480,6.34,6.4,4.02
432,23861,2.01,2,6,6,64.3,60.0,11954,7.91,7.86,5.07
433,33632,0.37,4,2,3,60.6,54.0,833,4.68,4.63,2.82
434,12737,1.11,3,5,3,60.2,54.0,5315,6.82,6.7,4.07
435,53243,0.63,3,3,5,62.3,56.0,2644,5.46,5.49,3.41
436,28339,0.33,5,4,5,62.9,57.0,666,4.38,4.43,2.77
437,52588,0.73,1,1,3,64.5,56.0,2539,5.7,5.65,3.66
438,17461,1.0,5,2,5,61.2,57.0,7002,6.43,6.47,3.95
439,9877,0.9,5,3,6,62.6,58.0,4681,6.08,6.13,3.82
440,41384,0.42,3,3,8,62.1,55.0,1221,4.81,4.79,2.98
441,52584,0.7,5,4,6,59.3,60.0,2539,5.77,5.83,3.43
442,19559,1.5,4,4,4,62.0,62.0,8190,7.31,7.25,4.51
443,36294,0.34,5,6,6,62.1,57.0,477,4.44,4.48,2.77
444,3222,0.77,5,1,6,63.0,58.0,3351,5.81,5.85,3.67
445,40825,0.52,5,4,3,63.5,58.0,1170,5.14,5.1,3.25
446,29117,0.34,3,5,6,62.6,54.0,689,4.5,4.45,2.8
447,5732,0.8,3,2,3,61.0,57.0,3890,6.0,6.03,3.67
448,4788,1.0,1,2,3,66.5,55.0,3696,6.21,6.19,4.12
449,8385,0.35,2,3,3,63.6,54.0,583,4.51,4.52,2.87
450,16247,1.01,4,4,5,62.3,59.0,6499,6.38,6.42,3.99
451,25903,1.83,3,5,3,61.5,56.0,15032,7.87,7.81,4.82
452,29237,0.43,2,6,6,58.0,57.0,696,4.96,5.01,2.89
453,41123,0.6,4,1,4,62.0,57.0,1196,5.43,5.35,3.34
454,36385,0.45,4,6,3,60.3,59.0,941,4.99,4.93,2.99
455,3025,0.66,5,2,7,61.8,55.0,3309,5.6,5.66,3.48
456,23879,1.52,3,3,3,62.3,55.1,11971,7.29,7.39,4.58
457,51777,0.71,4,2,4,59.0,60.0,2410,5.9,5.87,3.47
458,30064,0.3,3,1,5,62.0,57.0,720,4.27,4.31,2.66
459,9769,1.11,3,5,4,62.7,57.0,4662,6.66,6.59,4.14
460,42669,0.44,3,2,8,60.9,57.0,1334,4.95,4.9,3.0
461,35878,0.32,3,4,2,61.9,54.0,918,4.4,4.42,2.73
462,15838,1.01,5,2,6,63.1,60.0,6335,6.3,6.26,3.96
463,17037,1.55,3,7,4,62.0,56.0,6805,7.42,7.38,4.59
464,45387,0.55,5,4,5,59.4,62.0,1667,5.32,5.36,3.17
465,27911,0.26,5,3,7,62.0,55.0,657,4.08,4.13,2.54
466,39158,0.35,3,2,5,61.6,57.0,1063,4.53,4.5,2.78
467,36858,0.42,5,2,6,62.8,59.0,958,4.76,4.8,3.0
468,43592,0.31,3,5,6,62.0,55.0,507,4.36,4.38,2.71
469,34682,0.33,3,2,6,61.9,55.0,873,4.46,4.49,2.77
470,34497,0.32,3,3,7,60.6,56.0,867,4.46,4.48,2.71
471,23228,1.1,3,1,8,62.0,57.0,11233,6.62,6.57,4.09
472,25580,1.52,4,4,5,61.9,58.0,14424,7.38,7.35,4.56
473,44626,0.57,4,4,6,59.7,59.0,1608,5.37,5.41,3.22
474,13909,1.01,3,3,6,61.0,56.0,5662,6.44,6.4,3.94
475,39792,0.39,3,4,7,62.3,57.0,1095,4.64,4.7,2.91
476,31062,0.27,3,2,7,62.0,56.0,752,4.19,4.16,2.59
477,46428,0.56,3,5,5,61.8,55.0,1770,5.29,5.33,3.28
478,53595,1.22,4,4,1,59.2,60.0,2699,6.97,6.9,4.1
479,53447,0.72,3,2,4,60.1,56.0,2674,5.85,5.83,3.51
480,51925,0.9,1,7,3,64.6,61.0,2438,5.92,5.87,3.81
481,31864,0.3,4,5,8,60.8,60.0,776,4.33,4.29,2.62
482,4265,0.78,3,5,8,62.1,56.0,3581,5.88,5.9,3.66
483,31101,0.3,3,4,7,62.1,58.0,753,4.26,4.28,2.65
484,48714,0.52,3,1,5,61.0,56.0,2010,5.2,5.23,3.18
485,45538,0.51,3,3,6,60.6,56.0,1687,5.19,5.17,3.14
486,9937,0.9,5,1,3,62.4,61.0,4693,6.13,6.17,3.84
487,28534,0.42,1,1,3,64.7,61.0,675,4.7,4.73,3.05
488,212,0.71,3,3,6,62.1,54.0,2780,5.68,5.72,3.54
489,3928,0.9,3,7,5,62.4,56.0,3498,6.15,6.18,3.85
490,80,0.26,5,2,7,63.4,59.0,554,4.0,4.04,2.55
491,16100,1.0,2,4,3,59.9,58.0,6437,6.44,6.48,3.87
492,30768,0.4,5,6,5,61.7,57.0,741,4.71,4.73,2.91
493,48481,0.58,3,3,5,59.9,59.0,1979,5.42,5.47,3.26
494,4162,0.92,4,1,4,62.5,59.0,3550,6.24,6.2,3.89
495,36228,0.38,5,1,6,60.9,58.0,933,4.63,4.67,2.83
496,39755,0.43,3,2,5,63.0,55.0,1094,4.85,4.87,3.06
497,7133,1.0,3,6,3,62.7,56.0,4174,6.33,6.37,3.98
498,33807,0.32,3,4,7,62.4,55.0,842,4.37,4.38,2.73
499,14951,1.2,4,6,5,62.8,56.0,6021,6.8,6.74,4.25
500,20549,1.01,3,4,2,61.5,58.0,8869,6.44,6.47,3.97
501,5954,1.0,2,4,4,63.8,56.0,3949,6.23,6.31,4.0
502,33815,0.4,2,6,7,63.5,57.0,842,4.65,4.68,2.96
503,46322,0.59,5,5,5,62.1,55.0,1757,5.37,5.41,3.35
504,1792,0.7,5,1,6,62.5,55.0,3052,5.65,5.71,3.55
505,14804,1.32,4,5,5,61.3,58.0,5958,7.09,7.01,4.32
506,38378,0.39,3,3,5,62.3,57.0,1024,4.69,4.65,2.91
507,30299,0.3,5,1,4,61.0,61.0,447,4.25,4.31,2.61
508,48450,0.55,5,1,6,58.5,58.4,1975,5.39,5.42,3.16
509,14991,1.23,5,5,6,58.5,62.0,6039,6.98,7.0,4.09
510,20925,1.2,4,2,6,63.0,58.0,9139,6.75,6.71,4.24
511,53518,0.72,5,2,3,61.6,58.0,2688,5.74,5.78,3.55
512,35402,0.32,3,3,5,61.9,56.0,900,4.4,4.35,2.71
513,23282,1.53,2,2,3,63.5,58.0,11303,7.29,7.35,4.65
514,2954,0.83,5,2,3,63.8,54.0,3295,5.96,6.04,3.83
515,29874,0.3,3,1,6,61.4,55.0,710,4.32,4.34,2.66
516,18925,1.5,5,5,4,61.3,59.0,7774,7.38,7.41,4.53
517,51405,0.54,4,2,7,62.7,58.0,2370,5.16,5.21,3.25
518,13712,0.37,3,5,6,61.7,55.0,603,4.64,4.67,2.87
519,37795,0.5,4,4,4,62.5,57.0,1000,5.04,5.01,3.14
520,24467,2.02,3,7,4,62.2,57.0,12736,8.11,8.18,5.07
521,24268,1.36,3,3,8,61.6,56.0,12494,7.08,7.17,4.39
522,17649,1.28,3,5,3,61.8,57.0,7109,7.02,6.97,4.32
523,17515,1.04,3,4,6,61.3,57.0,7044,6.53,6.56,4.01
524,37202,0.34,3,4,2,61.2,56.0,974,4.53,4.55,2.78
525,8449,1.01,4,5,4,60.3,60.0,4412,6.49,6.45,3.9
526,38974,0.4,3,2,5,61.2,57.0,1053,4.74,4.77,2.91
527,36983,0.24,3,3,7,61.1,56.0,963,4.01,4.05,2.47
528,33089,0.29,3,2,8,61.9,56.0,815,4.22,4.24,2.62
529,45329,0.32,3,4,6,62.1,56.0,524,4.36,4.4,2.72
530,19891,1.2,3,4,5,62.3,56.0,8442,6.77,6.82,4.23
531,7474,1.0,4,3,3,60.8,59.0,4234,6.45,6.41,3.91
532,7801,1.02,5,4,4,62.9,59.0,4291,6.38,6.4,4.02
533,38404,0.35,3,5,7,61.7,56.0,1024,4.55,4.53,2.8
534,21954,1.51,4,4,3,59.7,58.0,10020,7.5,7.45,4.46
535,34193,0.33,4,3,6,60.1,58.0,854,4.47,4.45,2.68
536,46930,0.52,3,4,5,62.7,56.0,1815,5.16,5.14,3.23
537,45295,0.51,4,2,6,60.6,58.0,1662,5.15,5.12,3.11
538,9851,1.74,5,5,1,63.2,55.0,4677,7.62,7.59,4.8
539,7499,0.79,3,2,5,62.0,56.0,4240,5.9,5.93,3.67
540,26934,1.73,4,3,6,61.2,58.0,16975,7.76,7.69,4.73
541,24525,2.01,3,7,4,62.1,56.0,12814,8.06,8.13,5.03
542,43445,0.5,4,2,3,62.0,59.0,1415,5.1,5.06,3.15
543,34471,0.38,5,2,6,59.2,60.0,866,4.73,4.77,2.81
544,11511,1.01,2,4,3,63.2,59.0,5021,6.32,6.36,4.01
545,43630,0.43,4,4,2,61.4,59.0,1433,4.79,4.85,2.96
546,2493,0.91,3,3,4,61.7,55.0,3196,6.27,6.2,3.85
547,9785,1.01,5,6,6,62.3,60.0,4666,6.33,6.41,3.97
548,8322,1.13,5,7,3,62.9,57.7,4391,6.6,6.64,4.16
549,21454,1.04,3,2,8,62.0,58.0,9552,6.54,6.46,4.03
550,2191,0.79,5,2,3,63.3,56.3,3138,5.85,5.88,3.71
551,20285,1.27,4,4,6,61.0,60.0,8705,6.97,6.93,4.24
552,3335,1.01,3,3,1,62.2,54.0,3377,6.42,6.44,4.0
553,50398,0.73,3,3,4,61.5,55.0,2255,5.79,5.85,3.58
554,43267,0.3,3,6,3,62.3,56.0,506,4.35,4.32,2.7
555,44305,0.53,4,2,6,61.4,58.0,1579,5.24,5.19,3.2
556,36814,0.3,5,4,2,63.5,55.0,956,4.28,4.26,2.71
557,35986,0.42,5,5,8,62.9,56.0,921,4.75,4.79,3.0
558,30325,0.36,4,3,6,60.5,59.0,726,4.61,4.64,2.8
559,7821,1.0,5,1,4,63.3,60.0,4295,6.29,6.19,3.95
560,4028,0.75,3,4,8,61.3,55.0,3525,5.85,5.89,3.59
561,29736,0.32,3,4,8,62.0,54.0,708,4.39,4.42,2.73
562,27479,2.04,3,4,3,61.9,58.0,18153,8.12,8.16,5.04
563,24875,1.51,4,4,5,61.1,58.0,13293,7.38,7.36,4.5
564,30322,0.36,4,4,5,59.7,59.0,726,4.61,4.64,2.76
565,14829,1.01,4,2,3,60.0,59.0,5973,6.53,6.47,3.9
566,52703,0.7,1,4,5,57.1,62.0,2553,5.89,5.94,3.38
567,24708,0.38,3,4,3,61.9,56.0,639,4.64,4.67,2.88
568,11347,1.01,4,3,3,61.8,59.0,4989,6.41,6.34,3.94
569,48694,0.71,2,6,5,64.2,57.0,2007,5.62,5.57,3.59
570,33417,0.32,5,5,8,63.4,56.0,828,4.37,4.34,2.76
571,22079,1.61,3,6,6,62.5,57.0,10098,7.49,7.43,4.66
572,36897,0.33,3,5,2,60.6,57.0,959,4.51,4.5,2.73
573,52194,0.7,4,4,6,61.8,60.0,2479,5.66,5.63,3.49
574,5275,1.13,3,5,4,60.4,56.0,3797,6.78,6.7,4.07
575,21132,1.51,1,1,3,64.1,60.0,9293,7.18,7.11,4.58
576,50236,0.62,4,5,7,61.9,58.0,2232,5.49,5.46,3.39
577,43511,0.51,2,1,3,63.3,57.0,1423,5.06,5.09,3.21
578,52526,0.5,3,3,2,60.6,58.0,2529,5.13,5.16,3.12
579,39739,0.35,3,4,8,61.2,55.0,1092,4.62,4.59,2.82
580,12868,1.26,3,6,4,62.0,56.0,5363,7.0,6.94,4.32
581,20516,1.54,3,7,5,62.2,59.0,8848,7.34,7.38,4.58
582,42673,0.89,1,5,1,58.8,66.0,1334,6.21,6.09,3.62
583,36036,0.41,3,4,3,62.6,54.0,923,4.78,4.74,2.98
584,5748,0.76,4,1,5,60.6,58.0,3894,5.95,5.89,3.59
585,38357,0.33,3,3,7,62.4,55.0,1021,4.42,4.4,2.75
586,22396,1.32,4,3,6,60.9,59.0,10423,7.12,7.06,4.32
587,22186,1.07,3,2,8,61.3,56.0,10222,6.53,6.6,4.02
588,41110,0.51,3,5,3,63.0,57.0,1195,5.14,5.11,3.23
589,49939,0.7,2,5,6,56.7,63.0,2187,5.87,5.92,3.34
590,4506,0.91,5,2,4,62.5,59.0,3632,6.16,6.23,3.87
591,17258,1.04,4,3,6,61.9,58.0,6908,6.55,6.51,4.04
592,50178,0.7,2,1,4,63.1,60.0,2221,5.56,5.62,3.53
593,19319,1.2,4,4,6,62.3,56.0,8030,6.8,6.68,4.2
594,8528,1.0,2,1,4,58.1,65.0,4427,6.54,6.48,3.78
595,8647,1.0,4,3,4,61.1,61.0,4452,6.38,6.35,3.89
596,33318,0.35,3,1,3,60.8,55.0,827,4.59,4.56,2.78
597,23825,1.54,4,3,3,60.9,59.0,11897,7.56,7.46,4.57
598,26032,0.32,3,3,6,61.3,57.0,645,4.37,4.4,2.69
599,26374,1.5,3,3,5,62.3,56.0,15851,7.34,7.3,4.56
600,41370,0.51,2,4,3,63.6,55.0,1220,5.03,5.06,3.21
601,53356,0.7,2,2,5,65.5,57.0,2657,5.46,5.54,3.6
602,14540,1.18,2,1,4,59.7,61.0,5871,6.83,6.88,4.09
603,39640,0.51,4,6,3,61.3,58.0,1084,5.16,5.11,3.15
604,15837,1.01,4,2,6,60.2,58.0,6335,6.56,6.52,3.94
605,53775,0.81,3,3,4,62.9,57.0,2726,5.97,5.93,3.74
606,50687,0.54,3,4,2,61.5,55.0,2289,5.24,5.3,3.23
607,10675,1.12,3,7,3,62.4,57.0,4840,6.65,6.6,4.14
608,53663,0.8,5,1,4,63.7,57.0,2708,5.87,5.9,3.75
609,29431,0.38,4,5,6,60.9,60.0,700,4.62,4.67,2.83
610,14881,1.82,1,5,1,67.3,58.0,5993,7.5,7.47,5.04
611,49103,0.55,3,4,8,61.2,55.8,2064,5.27,5.33,3.24
612,18182,1.14,3,4,6,62.0,55.0,7371,6.68,6.77,4.17
613,842,0.79,4,2,4,61.0,58.0,2868,5.96,5.9,3.62
614,9183,1.08,3,4,4,62.2,56.0,4544,6.56,6.59,4.09
615,36371,0.33,3,1,6,60.9,56.0,940,4.49,4.51,2.74
616,47385,0.54,4,2,6,59.2,58.0,1847,5.35,5.32,3.16
617,20321,1.5,2,6,3,64.3,55.0,8736,7.24,7.19,4.64
618,33483,0.32,4,3,6,61.1,58.0,828,4.42,4.39,2.69
619,24033,0.4,3,7,5,62.2,54.0,633,4.72,4.76,2.95
620,17880,1.18,3,5,5,64.9,58.0,7216,6.57,6.53,4.25
621,10044,0.31,4,6,3,59.6,58.0,418,4.39,4.44,2.63
622,27324,2.43,3,6,4,62.3,59.0,17856,8.54,8.61,5.34
623,42325,0.41,5,3,7,58.9,58.0,1295,4.84,4.87,2.86
624,10445,1.01,3,2,4,62.2,56.0,4788,6.42,6.45,4.0
625,16295,1.22,3,3,4,62.5,56.0,6518,6.85,6.81,4.27
626,49051,0.51,3,1,6,62.5,56.0,2056,5.13,5.11,3.2
627,4475,0.92,4,5,3,62.4,58.0,3624,6.19,6.22,3.87
628,36045,0.34,5,4,2,61.0,56.0,924,4.5,4.54,2.76
629,51124,0.7,1,1,3,66.5,55.0,2339,5.51,5.47,3.65
630,4759,0.81,5,3,5,62.7,56.0,3689,5.92,5.98,3.73
631,45327,0.32,3,5,5,62.1,55.0,524,4.39,4.4,2.73
632,14074,1.03,3,2,3,62.0,53.0,5710,6.5,6.47,4.02
633,12422,1.0,3,3,3,62.0,55.0,5239,6.39,6.44,3.98
634,32636,0.25,3,4,6,61.4,57.0,459,4.08,4.1,2.51
635,5501,0.74,3,3,5,61.7,56.0,3845,5.79,5.87,3.6
636,35557,0.35,4,4,5,62.9,58.0,906,4.49,4.48,2.82
637,41724,0.41,3,5,2,62.9,54.0,1243,4.74,4.71,2.97
638,22146,2.01,1,5,4,64.9,56.0,10184,7.88,7.81,5.09
639,4060,0.32,2,1,4,64.1,54.0,571,4.37,4.34,2.79
640,7780,0.9,3,3,3,61.5,56.0,4284,6.25,6.2,3.83
641,32859,0.31,5,3,7,61.3,56.0,808,4.35,4.37,2.67
642,38857,0.4,4,4,8,62.0,58.0,1050,4.74,4.68,2.92
643,22649,1.01,2,2,7,63.1,57.0,10696,6.36,6.39,4.02
644,22019,1.5,4,2,4,61.2,59.0,10080,7.41,7.36,4.52
645,31502,0.34,3,4,6,61.5,56.0,765,4.5,4.47,2.76
646,41722,0.5,5,1,4,63.2,56.0,1243,5.05,5.01,3.18
647,10820,1.1,3,6,3,60.8,61.0,4868,6.63,6.7,4.05
648,22982,1.71,4,4,6,61.3,58.0,11032,7.64,7.6,4.67
649,12757,1.2,5,6,5,63.1,58.0,5322,6.7,6.62,4.2
650,36614,0.34,4,2,4,62.4,59.0,477,4.42,4.46,2.77
651,23695,1.51,4,1,3,62.5,60.0,11760,7.27,7.23,4.54
652,50868,0.71,3,5,3,62.1,57.0,2313,5.68,5.73,3.54
653,17571,1.06,3,3,6,61.0,57.0,7075,6.57,6.6,4.02
654,32595,0.3,3,3,7,61.2,55.0,802,4.33,4.36,2.66
655,36610,0.32,3,1,4,61.7,55.0,477,4.38,4.4,2.71
656,13726,0.27,3,2,6,62.7,55.0,603,4.18,4.15,2.61
657,6268,1.04,5,3,4,63.2,58.0,4013,6.39,6.34,4.02
658,25856,2.07,3,5,3,60.6,56.0,14935,8.38,8.3,5.05
659,52395,0.58,3,3,8,62.0,56.0,2509,5.32,5.36,3.31
660,45484,0.53,3,5,5,61.7,56.0,1678,5.21,5.23,3.22
661,28825,0.41,5,5,3,62.8,56.0,683,4.72,4.77,2.98
662,35265,0.3,3,4,2,61.7,55.0,895,4.31,4.34,2.67
663,38807,0.31,4,4,7,61.2,59.0,1046,4.34,4.32,2.65
664,24910,2.0,3,3,4,61.6,57.0,13351,8.16,8.1,5.01
665,38451,0.31,3,4,2,62.0,54.0,1028,4.39,4.35,2.71
666,45063,0.57,3,4,6,60.2,59.0,1642,5.38,5.42,3.25
667,47138,0.55,5,2,6,61.0,59.0,1831,5.31,5.34,2.25
668,32122,0.47,3,4,4,61.3,56.0,784,4.98,5.01,3.06
669,4573,0.92,4,4,4,58.4,58.0,3648,6.4,6.34,3.73
670,44670,0.55,5,3,6,62.6,57.0,1609,5.19,5.23,3.26
671,39215,0.32,3,1,8,60.6,56.0,1066,4.47,4.5,2.72
672,41770,0.54,3,2,4,60.7,56.0,1246,5.25,5.3,3.2
673,10268,1.01,3,2,4,59.2,56.0,4751,6.63,6.59,3.91
674,49425,0.7,5,5,3,61.0,58.0,2107,5.67,5.7,3.47
675,41099,0.38,3,3,2,61.0,56.0,1193,4.68,4.7,2.86
676,49057,0.69,2,2,6,58.7,64.0,2057,5.73,5.79,3.38
677,9266,0.92,5,2,3,62.1,58.0,4562,6.15,6.22,3.84
678,10465,0.94,2,1,3,63.6,56.0,4790,6.25,6.2,3.96
679,18342,1.7,2,6,4,63.6,59.0,7464,7.62,7.52,4.8
680,47053,0.71,5,7,6,62.8,61.0,1821,5.63,5.71,3.56
681,29970,0.29,3,3,7,61.1,57.0,715,4.26,4.29,2.61
682,45362,0.5,5,2,5,62.5,58.0,1665,5.04,5.11,3.17
683,43234,0.5,1,2,6,65.4,57.0,1397,5.01,4.81,3.21
684,12512,1.01,5,5,6,63.2,58.0,5260,6.34,6.26,3.98
685,22674,1.24,3,4,7,62.3,56.0,10724,6.86,6.89,4.28
686,20660,1.0,5,3,8,63.0,59.0,8950,6.33,6.36,4.0
687,4772,0.94,5,1,4,60.9,62.0,3691,6.22,6.3,3.81
688,18576,1.23,4,5,5,61.1,58.0,7577,6.91,6.86,4.21
689,20957,1.25,4,4,5,61.8,58.0,9173,6.94,6.91,4.28
690,13477,1.2,3,7,5,61.3,56.0,5534,6.83,6.87,4.2
691,13620,1.04,3,6,5,61.4,58.0,5572,6.46,6.54,3.99
692,22477,1.7,4,6,3,59.7,60.0,10501,7.77,7.72,4.62
693,23841,2.1,1,4,4,65.0,56.0,11923,8.09,7.98,5.21
694,7672,1.0,2,6,3,58.0,58.0,4273,6.56,6.62,3.82
695,18247,1.01,3,3,5,60.8,57.0,7412,6.54,6.52,3.97
696,37047,0.35,3,2,7,61.9,56.0,967,4.55,4.53,2.81
697,6778,0.91,2,1,3,63.1,61.0,4113,6.1,6.16,3.87
698,26354,0.32,4,3,6,61.3,60.0,645,4.37,4.4,2.69
699,46691,0.53,3,4,5,61.5,57.0,1791,5.21,5.23,3.21
700,5090,1.02,4,3,4,62.5,58.0,3754,6.47,6.4,4.02
701,15539,1.31,3,5,4,62.3,56.0,6225,7.0,6.97,4.35
702,47108,0.53,3,2,5,60.9,57.0,1827,5.25,5.19,3.18
703,21963,1.24,4,3,5,62.5,58.0,10033,6.87,6.83,4.28
704,44628,0.56,3,1,3,62.5,56.0,1608,5.24,5.28,3.29
705,34916,0.34,3,3,6,62.1,55.0,880,4.51,4.47,2.79
706,48371,0.74,3,7,3,61.7,56.0,1963,5.81,5.85,3.6
707,30923,0.34,4,2,6,61.9,58.0,745,4.43,4.45,2.75
708,49541,0.72,5,3,4,58.5,60.0,2126,5.86,5.93,3.45
709,43520,0.59,3,3,3,62.0,53.0,1424,5.38,5.43,3.35
710,9561,1.1,4,2,4,60.9,60.0,4622,6.66,6.61,4.04
711,28227,0.33,4,4,5,60.5,58.0,666,4.43,4.49,2.7
712,914,0.7,4,3,5,60.4,60.0,2879,5.73,5.7,3.45
713,31144,0.41,3,2,3,62.5,57.0,755,4.74,4.79,2.98
714,35910,0.4,3,6,5,61.9,55.0,919,4.74,4.77,2.94
715,32956,0.24,5,3,5,61.0,57.0,461,4.01,4.04,2.45
716,48497,0.54,3,5,2,61.5,54.0,1981,5.27,5.3,3.25
717,39995,0.41,3,3,6,62.6,57.0,1107,4.79,4.76,2.99
718,8586,0.9,5,1,3,60.9,57.0,4438,6.22,6.26,3.8
719,29447,0.34,3,2,6,61.2,56.0,702,4.51,4.54,2.77
720,21149,1.51,4,2,4,63.0,55.0,9302,7.34,7.3,4.61
721,26994,2.07,3,4,4,62.0,55.0,17095,8.23,8.13,5.07
722,381,0.8,2,4,3,62.7,57.0,2810,5.84,5.93,3.69
723,44218,0.57,4,3,3,60.7,58.0,1571,5.36,5.32,3.24
724,462,0.7,4,2,6,62.4,61.0,2818,5.66,5.63,3.52
725,10674,1.07,3,5,4,62.4,55.0,4840,6.56,6.59,4.1
726,1842,0.71,4,2,6,62.0,61.0,3062,5.71,5.65,3.52
727,37645,0.44,4,4,3,61.1,59.0,990,4.9,4.86,2.98
728,18737,1.34,5,5,3,61.6,59.0,7655,7.04,7.09,4.35
729,46130,0.65,2,6,5,61.1,61.7,1744,5.55,5.59,3.4
730,10153,1.1,4,1,4,62.4,58.0,4725,6.6,6.57,4.11
731,18483,1.5,4,6,4,62.5,61.0,7526,7.29,7.24,4.54
732,5977,1.12,2,7,3,63.7,61.0,3951,6.54,6.5,4.15
733,11761,1.2,4,6,4,60.0,58.0,5080,6.93,6.91,4.15
734,44474,0.52,3,4,6,60.8,57.0,1595,5.19,5.21,3.16
735,24656,1.73,5,5,6,61.7,56.0,12998,7.64,7.7,4.73
736,1793,0.77,3,3,6,61.2,57.0,3052,5.93,5.97,3.64
737,39089,0.31,3,3,2,61.5,55.0,1061,4.34,4.37,2.68
738,12927,1.01,2,2,3,64.3,59.0,5379,6.23,6.28,4.02
